COMPOUND	COMPOUND_NAME	SMILES
704951	BUMADIZONE	CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c2ccccc2
704952	ROPIZINE	Cc1cccc(C=NN2CCN(CC2)C(c3ccccc3)c4ccccc4)n1
704132	NND-502	Clc1ccc(C2CSC(=C(C#N)n3ccnc3)S2)c(Cl)c1
704133	NEPICASTAT HYDROCHLORIDE	NCc1c[nH]c(=S)n1C2CCc3c(F)cc(F)cc3C2
704134	ZD-1611	COc1nc(C)cnc1NS(=O)(=O)c2cccnc2c3ccc(CC(C)(C)C(=O)O)cc3
704135	FR-158999	CC(C)C(NC(=O)C(CC(=O)O)NC(=O)CCCOc1ccc(cc1)C(=N)N)C(=O)N2CCS(=O)(=O)CC2
704137	NS-7	Cc1nc(OCCCCCN2CCCCC2)cc(n1)c3ccc(F)cc3
704138	CP-114271	CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c2csc(n2)C(F)(F)F
704885	DIAZOACETYLGLYCINE HYDRAZIDE	NNC(=O)CNC(=O)C=[N+]=[N-]
704886	FLUBANILATE	CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F
704887	SULFAZAMET	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)n(n1)c3ccccc3
703158	PANCOPRIDE	Nc1cc(OCC2CC2)c(cc1Cl)C(=O)NC3CN4CCC3CC4
703159	TERFLAVOXATE HYDROCHLORIDE	Cc1c(oc2c(cccc2c1=O)C(=O)OC(C)(C)CN3CCCCC3)c4ccccc4
703311	BERVASTATIN	CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c3ccccc3OC41CCCC4
703312	RAMOSETRON HYDROCHLORIDE	Cn1cc(C(=O)C2CCc3[nH]cnc3C2)c4ccccc14
703314	A-007	Oc1ccc(cc1)C(=NNc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])c3ccc(O)cc3
703315	PYRAZOLOACRIDINE	COc1ccc2[nH]c3c(ccc4n(CCCN(C)C)nc(c43)c2c1)[N+](=O)[O-]
703318	SIPATRIGINE	CN1CCN(CC1)c2ncc(c(N)n2)c3cc(Cl)cc(Cl)c3Cl
703320	REPINOTAN	O=C1N(CCCCNCC2CCc3ccccc3O2)S(=O)(=O)c4ccccc14
703321	IOMAZENIL	CCOC(=O)c1ncn-2c1CN(C)C(=O)c3c(I)cccc32
704088	RS-97078	COc1ccccc1N2CCN(CCCNc3ncccc3C(=O)N(C)C)CC2
704090	TROXACITABINE	Nc1ccn(C2COC(CO)O2)c(=O)n1
704094	TANOMASTAT	OC(=O)C(CSc1ccccc1)CC(=O)c2ccc(cc2)c3ccc(Cl)cc3
703203	PIRODAVIR	CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cc1
704842	AZAMETHONIUM BROMIDE	[Br-].[Br-].CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC
704844	OPIPRAMOL	OCCN1CCN(CCCN2c3ccccc3C=Cc4ccccc24)CC1
704845	HEXAFLUORENIUM BROMIDE	[Br-].[Br-].C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c3ccccc13)C4c5ccccc5-c6ccccc46
704846	NICARBAZIN	Cc1cc(C)nc(O)n1.[O-][N+](=O)c1ccc(NC(=O)Nc2ccc(cc2)[N+](=O)[O-])cc1
704847	CARBUTAMIDE	CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
704104	FK-706	CC(C)C(NC(=O)c1ccc(cc1)C(=O)NCC(=O)O)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)C(F)(F)F
704105	YM-872	OC(=O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(cc12)n3ccnc3
704109	GS-4071	CCC(CC)OC1C=C(CC(N)C1NC(=O)C)C(=O)O
704855	3-FLUOROANDROSTANOL	CC12CCC3C(CCC4CC(F)CCC43C)C2CCC1O
704856	ETHOXZOLAMIDE	CCOc1ccc2nc(sc2c1)S(=O)(=O)N
702363	VOXERGOLIDE	CSCC1CN(C)C2Cc3c[nH]c4cccc(C2O1)c34
702364	LAPRAFYLLINE	CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(CCN3CCN(CC3)C(c4ccccc4)c5ccccc5)nc12
702365	DIVAPLON	CCc1c(C)n2cc(nc2nc1OC)C(=O)c3ccccc3
702366	CEFDINIR	Nc1nc(cs1)C(=NO)C(=O)NC2C3SCC(=C(N3C2=O)C(=O)O)C=C
702367	PERFOMEDIL	COc1cc(OC)c(C(=O)CCCN2CCCC(C)C2)c(OC)c1
702368	ENDIXAPRINE	OC1CCN(CC1)c2ccc(nn2)c3ccc(Cl)cc3Cl
702369	LEVOBETAXOLOL	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
702370	FOSINOPRILAT	OC(=O)C1CC(CN1C(=O)CP(=O)(O)CCCCc2ccccc2)C3CCCCC3
702371	REVOSPIRONE	O=C1N(CCCN2CCN(CC2)c3ncccn3)S(=O)(=O)c4ccccc14
702372	CLENTIAZEPAM	COc1ccc(cc1)C2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)C2OC(=O)C
705661	1-(P-HYDROXYBENZYL)-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE	Oc1ccc(CC2NCCc3cc(O)c(O)cc23)cc1
705662	TRIDIHEXETHYL IODIDE	[I-].CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2
705663	TEMOCAPRILAT	OC(=O)CN1CC(SCC(NC(CCc2ccccc2)C(=O)O)C1=O)c3cccs3
704140	YM-905	O=C(OC1CN2CCC1CC2)N3CCc4ccccc4C3c5ccccc5
704141	DMP-851	CCCCN1C(Cc2ccccc2)C(O)C(O)C(Cc3ccccc3)N(Cc4ccc5[nH]nc(N)c5c4)C1=O
704142	4030W92	Nc1nc(N)c(c(CF)n1)c2cccc(Cl)c2Cl
704143	APREPITANT	CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
704144	L-758298	CC(OC1OCCN(Cc2nn(c(=O)[nH]2)P(=O)(O)O)C1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
704146	ERLOTINIB	COCCOc1cc2ncnc(Nc3cccc(C#C)c3)c2cc1OCCOC
704940	METHYLSTREPTONIGRIN	COC(=O)c1nc(c(N)c(c1C)c2ccc(OC)c(OC)c2O)c3ccc4C(=O)C(=C(N)C(=O)c4n3)OC
704941	BENFURODIL HEMISUCCINATE	CC(OC(=O)CCC(=O)O)c1oc2cc(ccc2c1C)C3=CC(=O)OC3
704942	HALOPROGESTERONE	CC(=O)C1(Br)CCC2C3CC(F)C4=CC(=O)CCC4(C)C3CCC21C
701483	SULISOBENZONE	COc1cc(O)c(cc1S(=O)(=O)O)C(=O)c2ccccc2
703066	FLOSATIDIL	CSc1ccccc1N(Cc2cccc(c2)C(F)(F)F)C(=O)CN(CCN(C)C)C(=O)OCC(C)C
703067	EPINASTINE	NC1=NCC2N1c3ccccc3Cc4ccccc24
703070	UP-5222-04	FC(F)(F)c1cccc(c1)N2CCN(CCSc3nnc4ccccn34)CC2
703072	FOSQUIDONE	CC1c2c3C(=O)c4cccc(OP(=O)(O)OCc5ccccc5)c4C(=O)c3cn2Cc6ccccc16
700812	SK&F-81297	Oc1cc2C(CNCCc2c(Cl)c1O)c3ccccc3
700813	R(+)-SKF-38393	Oc1cc2CCNCC(c3ccccc3)c2cc1O
700814	SKF-96365	COc1ccc(CCCOC(Cn2ccnc2)c3ccc(OC)cc3)cc1
702333	FERROCHOLINATE	C[N+](C)(C)CCO.[O-]C(=O)CC1(CC(=O)O[Fe]2OC1=O)O2
702334	OTENZEPAD	CCN(CC)CC1CCCCN1CC(=O)N2c3ccccc3C(=O)Nc4cccnc24
702335	ICOSAPENT	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
702338	ROXADIMATE	CCOC(=O)c1ccc(cc1)N(CC(C)O)CC(C)O
702339	SAPROPTERIN	CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1
702340	DANIQUIDONE	Nc1ccc2N=C3N(Cc2c1)C(=O)c4ccccc34
702341	AVOBENZONE	COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C
700688	PIRENZEPINE	CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
700689	PIVAGABINE	CC(C)(C)C(=O)NCCCC(=O)O
700690	PODOPHYLLOTOXIN	COc1cc(cc(OC)c1OC)C2C3C(COC3=O)C(O)c4cc5OCOc5cc24
705672	BULBOCAPNINE	COc1ccc2CC3N(C)CCc4cc5OCOc5c(c34)-c2c1O
705673	CHELIDONINE	CN1Cc2c3OCOc3ccc2C4C(O)Cc5cc6OCOc6cc5C41
705674	GELSEMINE	CN1CC2(C=C)C3CC4OCC3C1C2C45C(=O)Nc6ccccc65
705675	ANNUITHRIN	CC=C(C)C(=O)OC1CC2(C)OC(O)(CC2O)C(=CC3OC(=O)C(=C)C31)C
705676	DESTOMYCIN A	CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC32)OC(C(N)CO)C(O)C(O)C4O)C1O
705677	GLAUCINE	COc1cc2CC3N(C)CCc4cc(OC)c(OC)c(-c2cc1OC)c34
705678	ASPIDOSPERMINE	CCC1(CCCN2CCC3(C4CC1)c5cccc(OC)c5N4C(=O)C)C23
704155	TAK-677	CC(Cc1c[nH]c2c(OCC(=O)O)cccc12)NCC(O)c3cccc(Cl)c3
704960	PHENCARBAMIDE	CCN(CC)CCSC(=O)N(c1ccccc1)c2ccccc2
703340	BETAMIPRON	OC(=O)CCNC(=O)c1ccccc1
703341	CRILVASTATIN	CC1CC(CC(C)(C)C1)OC(=O)C2CCC(=O)N2
703342	ANDOLAST	O=C(Nc1ccc(cc1)c2nnn[nH]2)c3ccc(cc3)c4nnn[nH]4
704953	CLORIDAROL	OC(c1cc2ccccc2o1)c3ccc(Cl)cc3
704954	RAMIFENAZONE	CC(C)Nc1c(C)n(C)n(c2ccccc2)c1=O
704955	DEANOL ACETAMINOBENZOATE	CN(C)CCO.CC(=O)Nc1ccc(cc1)C(=O)O
704956	BROXALDINE	Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1
704957	OXOMEMAZINE	CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c3ccccc13
704959	HEXOPYRRONIUM BROMIDE	[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCCC2)c3ccccc3
705632	TIXOCORTOL	CC12CC(O)C3C(CC=C4CC(=O)CCC34C)C2CCC1(O)C(=O)CS
705633	VEDAPROFEN	CC(C(=O)O)c1ccc(C2CCCCC2)c3ccccc13
704110	D-4418	COc1ccc(C(=O)Nc2cc(Cl)cnc2Cl)c3cccnc13
704111	GYKI-16084	O=c1cccnn1CCCNCC2COc3ccccc3O2
704112	VALDECOXIB	Cc1onc(c1c2ccc(cc2)S(=O)(=O)N)c3ccccc3
704113	SR-121787	CCOC(=O)CCN(C1CCN(CC(=O)OCC)CC1)c2nc(cs2)c3ccc(cc3)C(=NC(=O)OCC)N
704115	2-[3(S)-[2(R)-(N-HYDROXYCARBAMOYLMETHYL)DECANAMIDO]-2-OXOPERHYDROAZEPIN-1-YL]ACETIC ACID METHYL ESTER	CCCCCCCCC(CC(=O)NO)C(=O)NC1CCCCN(CC(=O)OC)C1=O
704116	PD-72953	CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O
704117	SLV-306	CCOC(=O)C(CCc1ccccc1)CC2(CCCC2)C(=O)NC3CCc4ccccc4N(CC(=O)O)C3=O
704118	TAK-637	CC1CCn2c(C(=O)N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C1)c(c4ccc(C)cc4)c5cccnc5c2=O
703204	PANADIPLON	CC(C)n1c(=O)c2c(ncn2c3ccccc13)c4noc(n4)C5CC5
703205	ZABICIPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N2C(C3CCC2CC3)C(=O)O
703207	PANTOPRAZOLE	COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
703208	E-6080	Cc1c(C)c2nc(NCc3ccc(cc3)S(=O)(=O)N)sc2c(C)c1O
703209	RO-23-7553	CC(CC#CC(C)(C)O)C1=CCC2C(=CC=C3CC(O)CC(O)C3=C)CCCC21C
703211	KP-736	Nc1nc(cs1)C(=NOCc2cc(=O)c(O)cn2O)C(=O)NC3C4SCC(=C(N4C3=O)C(=O)O)CSc5cnns5
703212	BRL-44154	CC1(C)SC2C(NC(=O)C(=NOC3CCCC3)c4csc(N)n4)C(=O)N2C1C(=O)O
703213	CEFCAPENE PIVOXIL HYDROCHLORIDE	CCC=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)COC(=O)N)c3csc(N)n3
703214	IODOSTEARIC ACID	CCCCCCCCC(I)CCCCCCCCC(=O)O
705670	SARRACINE	CC=C(C)C(=O)OC1CCN2CCC(COC(=O)C(=CC)CO)C12
705671	ALBOCYCLIN	COC1C=CC(C)(O)C=CC(=O)OC(C)C(C)CCC=C1C
703343	LEXACALCITOL	CCC(O)(CC)CCCOC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3=C)CCCC12C
703344	LOMETREXOL	Nc1nc2NCC(CCc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)Cc2c(=O)[nH]1
703347	TECHNETIUM (99MTC) SIBOROXIME	CC(C)C[B+](ON=C(C)C(=NO)C)(ON=C(C)C(=NO)C)ON=C(C)C(=NO)C.Cl[Tc]
703348	CEFTIZOXIME ALAPIVOXIL	CON=C(C(=O)NC1C2SCC=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c3csc(NC(=O)C(C)N)n3
704119	ROSUVASTATIN	CC(C)c1nc(nc(c1C=CC(O)CC(O)CC(=O)O)c2ccc(F)cc2)N(C)S(=O)(=O)C
704122	PNU-142721	CC(Sc1nc(N)cc(Cl)n1)c2cc3ccoc3cn2
704123	P414	OC(=O)CCCCCCCNC(=O)c1ccccc1O
704124	KRP-297	COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc3ccc(cc3)C(F)(F)F
704870	PAPAVEROLINE	Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O
704871	SULFAPERIN	Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
704872	ETHIDIUM CHLORIDE	[Cl-].CC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14
704873	PIPRINHYDRINATE	CN1CCC(CC1)OC(c2ccccc2)c3ccccc3.Cn1c(=O)n(C)c2nc(Cl)[nH]c2c1=O
704874	LEVOFACETOPERANE	CC(=O)OC(C1CCCCN1)c2ccccc2
703215	ACREOZAST	CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(=O)C)c1Cl
702378	CEFUROXIME PIVOXETIL	CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OC(C)OC(=O)C(C)(C)OC)COC(=O)N)c3ccco3
702379	LEVEMOPAMIL	CC(C)C(CCCN(C)CCc1ccccc1)(C#N)c2ccccc2
702380	MEQUITAMIUM IODIDE	[I-].C[N+]1(CCC2CC1)CC2CN3c4ccccc4Sc5ccccc35
702381	ADAPROLOL	CC(C)NCC(O)COc1ccc(CC(=O)OCCC2(CC3CC4CC(C3)C2)C4)cc1
702382	NANTERINONE	Cc1cn(c(C)n1)c2cc(C)c3[nH]c(=O)ccc3c2
702383	BIDISOMIDE	CC(C)N(CCC(CCN1CCCCC1)(C(=O)N)c2ccccc2Cl)C(=O)C
702384	DORETINEL	CC(=Cc1ccc(CO)cc1)c2ccc3c(c2)C(C)(C)C(O)CC3(C)C
702385	SURONACRINE	OC1CCCc2nc3ccccc3c(NCc4ccccc4)c12
702386	SUMAROTENE	CC(=Cc1ccc(cc1)S(=O)(=O)C)c2ccc3c(c2)C(C)(C)CCC3(C)C
704156	DU-125530	Clc1cc(N2CCN(CCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)c5OCCOc5c1
704158	CVT-510	OCC1OC(C(O)C1O)n2cnc3c(NC4CCOC4)ncnc23
704160	EMD-96785	Cc1cc(c(cc1C(=O)N=C(N)N)S(=O)(=O)C)n2cccc2
704161	CJ-11974	COc1ccc(cc1CNC2C(C(c3ccccc3)c4ccccc4)N5CCC2CC5)C(C)C
704165	LONAFARNIB	NC(=O)N1CCC(CC(=O)N2CCC(CC2)C3c4ncc(Br)cc4CCc5cc(Cl)cc(Br)c35)CC1
705811	FK-973	CC(=O)Oc1cc(C=O)cc2N3CC4C(N4C(=O)C)C(OC(=O)C)(O3)C(COC(=O)N)c12
705812	TAMOLARIZINE HYDROCHLORIDE	COc1ccc(cc1OC)C(O)CN2CCN(CC2)C(c3ccccc3)c4ccccc4
705813	ACENEURAMIC ACID	CC(=O)NC1C(O)CC(O)(OC1C(O)C(O)CO)C(=O)O
705814	RS-93522	COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCc3ccc(OCC(O)CO)cc3)C
704292	5,7-DICHLOROKYNURENIC ACID	OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
704969	CLOPERIDONE	Clc1cccc(c1)N2CCN(CCCn3c(=O)[nH]c4ccccc4c3=O)CC2
704970	CLOTHIXAMIDE	CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc4ccc(Cl)cc24)CC1
704972	CLOCORTOLONE ACETATE	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C
704973	TYBAMATE	CCCCNC(=O)OCC(C)(CCC)COC(=O)N
704974	ARGININE GLUTAMATE	NC(CCCNC(=N)N)C(=O)O.NC(CCC(=O)O)C(=O)O
703355	PRISOTINOL	CC(C)NC(C)Cc1ccc(O)cn1
703356	[99MTC]-CBPAO	CC(N1CC2(CCC2)CN(C(C)C(=NO)C)[Tc]1=O)C(=NO)C
703357	FLAVOPIRIDOL	CN1CCC(C(O)C1)c2c(O)cc(O)c3c(=O)cc(oc23)c4ccccc4Cl
703358	LCB-2183	CCOCc1nc2nccnc2c(=O)[nH]1
705009	PARAPENZOLATE BROMIDE	[Br-].C[N+]1(C)CCC(CC1)OC(=O)C(O)(c2ccccc2)c3ccccc3
705010	CODOXIME	COc1ccc2CC3C4CCC(=NOCC(=O)O)C5Oc1c2C54CCN3C
705011	THIHEXINOL METHYLBROMIDE	[Br-].C[N+](C)(C)C1CCC(CC1)C(O)(c2cccs2)c3cccs3
705012	HEPRONICATE	CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c2cccnc2)COC(=O)c3cccnc3
705013	GAMFEXINE	CN(C)CCC(C1CCCCC1)c2ccccc2
705014	IMIDOLINE	CN(C)CCN1CCN(C1=O)c2cccc(Cl)c2
705015	DESMETHYLCOLCHICINE	COc1c(O)cc2CCC(NC(=O)C)c3cc(=O)c(OC)ccc3-c2c1OC
705016	ETAQUALONE	CCc1ccccc1n2c(C)nc3ccccc3c2=O
705017	TIPINDOLE	CN(C)CCOC(=O)c1ccc2[nH]c3CCSCc3c2c1
705018	CLAZOLAM	CN1C(=O)CN2CCc3ccccc3C2c4cc(Cl)ccc14
704964	TRICYCLAMOL CHLORIDE	[Cl-].C[N+]1(CCC(O)(C2CCCCC2)c3ccccc3)CCCC1
703486	L-696229	CCc1cc(CCc2nc3ccccc3o2)c(=O)[nH]c1C
703487	RO-24-7429	CNC1=Nc2ccc(Cl)cc2C(=NC1)c3ccc[nH]3
703488	MDL-100907	COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
705846	BMY-21502	FC(F)(F)c1nccc(n1)N2CCC(CN3CCCC3=O)CC2
704166	T-3811 FREE BASE, ANHYDROUS	CC1NCc2cc(ccc12)c3ccc4c(=O)c(cn(C5CC5)c4c3OC(F)F)C(=O)O
704167	MC-02,479	NCCSCc1cnccc1SC2=C(N3C(SC2)C(NC(=O)C(=NO)c4nc(N)sc4Cl)C3=O)C(=O)O
704170	DL-017	COc1ccccc1N2CCN(CC3CN=C4N3C(=Nc5ccccc45)SC)CC2
704915	NAFTYPRAMIDE	CC(C)C(CCN(C)C)(C(=O)N)c1cccc2ccccc12
703349	PD-131112	CC(N)C(=O)NC1CCN(C1)c2nc3n(cc(C(=O)O)c(=O)c3cc2F)C4CC4
703350	PAZUFLOXACIN	CC1COc2c(c(F)cc3c(=O)c(cn1c23)C(=O)O)C4(N)CC4
703351	PAZELLIPTINE TRIHYDROCHLORIDE	CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccncc4c3cc12
703352	NAROPARCIL	OC1CSC(Sc2ccc(cc2)C(=O)c3ccc(C#N)cc3)C(O)C1O
703353	BUTIXOCORT	CCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C(=O)CS
705711	PYRROLOMYCIN A	[O-][N+](=O)c1c[nH]c(Cl)c1Cl
705712	SWERTIAMARIN	OCC1OC(OC2OC=C3C(=O)OCCC3(O)C2C=C)C(O)C(O)C1O
705713	HYRCANOSIDE	COc1cc(O)c(C(=O)C)c(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c1
705714	PHOPHORAMIDON	CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O
704875	AMINOMETRADINE	CCn1c(=O)cc(N)n(CC=C)c1=O
704876	AMINOETHYL NITRATE	NCCO[N+](=O)[O-]
704877	THOZALINONE	CN(C)C1=NC(=O)C(O1)c2ccccc2
704878	DISULFAMIDE	Cc1cc(Cl)c(cc1S(=O)(=O)N)S(=O)(=O)N
704879	BUFORMIN	CCCCNC(=N)NC(=N)N
704880	METHASTYRIDONE	CC1(C)NC(=O)C(O1)C=Cc2ccccc2
704881	TRIFLUPERIDOL	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F
704882	CHLOPHEDIANOL	CN(C)CCC(O)(c1ccccc1)c2ccccc2Cl
704883	PORFIROMYCIN	COC12C3C(CN2C4=C(C1COC(=O)N)C(=O)C(=C(C)C4=O)N)N3C
704884	SANCYCLINE	CN(C)C1C2CC3Cc4cccc(O)c4C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(=O)N
702387	CAMONAGREL	OC(=O)C1CCc2cc(OCCn3ccnc3)ccc12
702389	TANIPLON	COc1nc2nc(cn2c3CCCCc13)c4noc(C)n4
702390	FASIPLON	CCc1c(C)n2cc(nc2nc1OC)c3noc(C)n3
702391	TROQUIDAZOLE	[O-][N+](=O)c1cnc2ccccc2c1NC(=N)N3CCOCC3
702392	TELUDIPINE	CCOC(=O)C1=C(C)NC(=C(C1c2ccccc2C=CC(=O)OC(C)(C)C)C(=O)OCC)CN(C)C
702393	LORPIPRAZOLE	FC(F)(F)c1cccc(c1)N2CCN(CCc3nnc4C5CCCC5Cn34)CC2
704943	CYAMEMAZINE	CC(CN(C)C)CN1c2ccccc2Sc3ccc(C#N)cc13
704944	SULFASUCCINAMIDE	NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
704945	PIMETINE	CN(C)CCN1CCC(Cc2ccccc2)CC1
705746	CARMOFUR	CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
705747	MEPINDOLOL SULFATE	CC(C)NCC(O)COc1cccc2cc(C)[nH]c12
705748	CLINOFIBRATE	CCC(C)(Oc1ccc(cc1)C2(CCCCC2)c3ccc(OC(C)(CC)C(=O)O)cc3)C(=O)O
705749	ETHYL LOFLAZEPATE	CCOC(=O)C1N=C(c2ccccc2F)c3cc(Cl)ccc3NC1=O
705750	BUTOFILOLOL	CCCC(=O)c1cc(F)ccc1OCC(O)CNC(C)(C)C
705753	FLUMECINOL	CCC(O)(c1ccccc1)c2cccc(c2)C(F)(F)F
705786	FLOSEQUINAN	CS(=O)c1cn(C)c2cc(F)ccc2c1=O
705787	FTC-092	OCC1OC(CC1OCc2ccccc2)n3cc(c(=O)[nH]c3=O)C(F)(F)F
705788	IMIDAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N2C(CN(C)C2=O)C(=O)O
705791	TIBENELAST	CCOc1cc2cc(sc2cc1OCC)C(=O)O
705792	IOMEPROL	CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
705793	EPTALOPROST	CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCCCC(=O)O)CC12
705794	ACIPIMOX	Cc1cnc(c[n+]1[O-])C(=O)O
705795	BUCLADESINE SODIUM	CCCC(=O)Nc1ncnc2n(cnc12)C3OC4COP(=O)(O)OC4C3OC(=O)CCC
705796	CIMETROPIUM BROMIDE	[Br-].C[N+]1(CC2CC2)C3CC(CC1C4OC43)OC(=O)C(CO)c5ccccc5
704356	BREFELDIN A	CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
704357	BRETYLIUM TOSYLATE	CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(cc1)S(=O)(=O)[O-]
704358	BRINZOLAMIDE	CCNC1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
704360	D-(+)-P-BROMOTETRAMISOLE OXALATE	Brc1ccc(cc1)C2CN3CCSC3=N2
704361	BUDIPINE	CC(C)(C)N1CCC(CC1)(c2ccccc2)c3ccccc3
704362	BUPIVACAINE HYDROCHLORIDE	CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C
704363	BUSULFAN	CS(=O)(=O)OCCCCOS(=O)(=O)C
704364	BUTACLAMOL	CC(C)(C)C1(O)CCN2CC3c4c(cccc4CCc5ccccc35)C2C1
704365	BUTOCONAZOLE	Clc1ccc(CCC(Cn2ccnc2)Sc3c(Cl)cccc3Cl)cc1
704366	BETA-CCB	CCCCOC(=O)c1cc2c(cn1)[nH]c3ccccc32
705073	NAFTAZONE	NC(=O)NN=C1C=Cc2ccccc2C1=O
705074	QUINAZOSIN	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC=C)CC3
705075	AZASTREPTONIGRIN	COc1ccc(c(O)c1OC)c2c(C)c(nc(c2N)c3ccc4c(O)c(OC)c5=NC(C)(C)N=c5c4n3)C(=O)O
705847	ZENARESTAT	OC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c3ccc(Cl)cc13
705848	OCFENTANIL	COCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3F
705849	NP-252	CCCCCCCCOC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)NC3CC3)C
705850	RIDOGREL	OC(=O)CCCCON=C(c1cccnc1)c2cccc(c2)C(F)(F)F
704293	L-741,742 HYDROCHLORIDE	Cc1c(noc1c2ccc(Cl)cc2)C3CCN(CCc4ccccc4)CC3
704294	GR 135,531	COC(=O)Nc1ccc2[nH]cc(CCNC(=O)C)c2c1
704295	5-NITRO-2-(3-PHENYLPROPYLAMINO)BENZOIC ACID	OC(=O)c1cc(ccc1NCCCc2ccccc2)[N+](=O)[O-]
704296	546C88	CNC(=N)NCCCC(N)C(=O)O
704298	6,7-DICHLOROQUINOXALINE-2,3-DIONE	Clc1cc2[nH]c(=O)c(=O)[nH]c2cc1Cl
704299	6-CHLOROKYNURENIC ACID	OC(=O)c1cc(O)c2cc(Cl)ccc2n1
